Post_ID,Timestamp,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,Platform_Code,Content_Type_Code
POST_04787,2024-05-23 03:36:00,TikTok,Stitch,Lifestyle,24900,1419,83,72323,1010,0.4022576871925524,13.11,0.13043478260869565,Thursday,12,0.02469758064516129,Positive,Macro,True,True,3,12
POST_03376,2024-05-23 07:07:00,TikTok,Stitch,Technology,32994,1520,1640,78230,531,0.11643352721562597,61.62,0.30434782608695654,Thursday,8,0.029737903225806453,Neutral,Mid-tier,True,False,3,12
POST_04507,2024-05-23 11:47:00,LinkedIn,Document,Fashion,1708,9,361,21629,34,0.7998625999455208,0.52,0.4782608695652174,Thursday,8,0.7429435483870968,Neutral,Macro,True,False,2,3
POST_00986,2024-05-23 15:20:00,Facebook,Video,Health,6864,248,494,18979,627,0.402650258776779,3.77,0.6521739130434783,Thursday,18,0.21723790322580644,Positive,Macro,True,False,0,16
POST_01159,2024-05-23 22:46:00,TikTok,Duet,Health,27118,723,3565,423014,913,0.9448657244948646,6.65,0.9565217391304348,Thursday,8,0.08366935483870969,Neutral,Macro,True,False,3,4
POST_04716,2024-05-23 23:33:00,Twitter,Retweet,Fitness,3626,118,396,25583,105,0.6349825345703345,1.3,1.0,Thursday,19,0.08921370967741934,Positive,Macro,False,False,4,10
POST_02947,2024-05-24 15:41:00,Facebook,Video,Entertainment,1893,245,133,26575,416,0.497119806438174,0.91,0.6521739130434783,Friday,6,0.11693548387096775,Neutral,Macro,False,True,0,16
POST_02502,2024-05-24 22:44:00,TikTok,Video,Travel,46227,868,389,182338,1597,0.18338500857248155,51.56,0.9565217391304348,Friday,26,0.28427419354838707,Positive,Mid-tier,True,True,3,16
POST_04918,2024-05-25 09:16:00,Twitter,Thread,Education,3117,8,595,55703,391,0.24213454790174496,3.06,0.3913043478260869,Saturday,6,0.2409274193548387,Positive,Macro,True,True,4,14
POST_01246,2024-05-25 11:19:00,Facebook,Live,Fashion,3934,30,360,23143,72,0.024635869826467337,33.67,0.4782608695652174,Saturday,23,0.22580645161290322,Negative,Micro,True,True,0,5
POST_03797,2024-05-25 11:34:00,Facebook,Story,Business,1808,108,299,58788,458,0.1044961463891426,4.2,0.4782608695652174,Saturday,11,0.6658266129032258,Positive,Mid-tier,True,False,0,13
POST_03781,2024-05-25 13:57:00,Twitter,Tweet,Fitness,681,246,456,73249,160,0.9180647022064127,0.3,0.5652173913043478,Saturday,26,0.7273185483870968,Negative,Macro,True,False,4,15
POST_02586,2024-05-25 14:53:00,Facebook,Story,Gaming,519,270,17,64936,322,0.5707630309730969,0.28,0.6086956521739131,Saturday,16,0.09375,Positive,Macro,True,True,0,13
POST_04632,2024-05-26 02:27:00,Twitter,Tweet,Gaming,2817,67,1876,73853,197,0.15527608197535614,6.1,0.08695652173913043,Sunday,8,0.893649193548387,Neutral,Mid-tier,False,False,4,15
POST_03733,2024-05-26 04:50:00,Twitter,Retweet,Technology,3356,14,500,37155,110,0.18144418273005497,4.25,0.17391304347826086,Sunday,19,0.44052419354838707,Positive,Mid-tier,True,False,4,10
POST_00044,2024-05-26 08:08:00,YouTube,Live,Lifestyle,18726,482,318,42190,4270,0.4576703680558894,8.52,0.34782608695652173,Sunday,10,0.09375,Positive,Macro,True,False,5,5
POST_04229,2024-05-26 08:47:00,Facebook,Story,Fitness,1557,375,155,28557,592,0.6144286080533258,0.68,0.34782608695652173,Sunday,18,0.11441532258064516,Neutral,Macro,True,False,0,13
POST_00601,2024-05-26 18:42:00,Instagram,Reel,Health,8944,105,106,895,455,0.9765758945023956,1.88,0.7826086956521738,Sunday,20,0.13961693548387097,Positive,Macro,True,False,1,9
POST_02103,2024-05-26 18:52:00,Instagram,Story,Entertainment,3946,93,159,17611,905,0.4637251838677114,1.81,0.7826086956521738,Sunday,25,0.06401209677419353,Neutral,Macro,True,False,1,13
POST_04641,2024-05-26 20:38:00,YouTube,Video,Lifestyle,6959,426,89,709793,4673,0.8279054303065264,1.81,0.8695652173913043,Sunday,20,0.2938508064516129,Positive,Macro,True,False,5,16
POST_01058,2024-05-26 21:33:00,Twitter,Thread,Technology,4780,81,935,81145,159,0.1773542277556122,6.51,0.9130434782608695,Sunday,28,0.7731854838709677,Positive,Mid-tier,True,False,4,14
POST_03385,2024-05-27 03:11:00,Instagram,Carousel,Food,7383,346,79,25794,832,0.45275721450431833,3.45,0.13043478260869565,Monday,13,0.4314516129032258,Negative,Macro,True,False,1,1
POST_03149,2024-05-27 06:19:00,TikTok,Stitch,Gaming,602,478,2433,158488,673,0.7784654456889232,0.9,0.2608695652173913,Monday,28,0.14264112903225806,Positive,Macro,False,False,3,12
POST_00897,2024-05-27 06:38:00,Twitter,Retweet,Food,272,39,1071,75356,409,0.2865972856479034,0.96,0.2608695652173913,Monday,21,0.5932459677419355,Negative,Macro,True,False,4,10
POST_00748,2024-05-27 09:27:00,Facebook,Story,Food,4327,246,673,5808,444,0.971498501818648,1.08,0.3913043478260869,Monday,25,0.7903225806451613,Neutral,Macro,True,False,0,13
POST_02005,2024-05-27 09:43:00,Twitter,Poll,Health,3771,279,1777,21143,57,0.6674938710762872,1.75,0.3913043478260869,Monday,26,0.8165322580645161,Positive,Macro,True,True,4,7
POST_00443,2024-05-27 13:55:00,Twitter,Thread,Health,919,131,1255,22113,48,0.4405294108221571,1.05,0.5652173913043478,Monday,17,0.5942540322580645,Positive,Macro,True,True,4,14
POST_04701,2024-05-27 17:59:00,Instagram,Carousel,Entertainment,9925,62,238,20537,975,0.23955278886058104,8.51,0.7391304347826086,Monday,10,0.18951612903225806,Positive,Macro,True,False,1,1
POST_01657,2024-05-27 19:38:00,Facebook,Story,Fashion,5507,194,652,61466,443,0.8834543094745951,1.44,0.8260869565217391,Monday,20,0.7469758064516129,Neutral,Macro,True,False,0,13
POST_04914,2024-05-27 20:01:00,Instagram,Story,Fitness,6875,430,103,24857,518,0.3170315980066978,4.66,0.8695652173913043,Monday,14,0.7237903225806451,Neutral,Macro,False,False,1,13
POST_01917,2024-05-28 01:42:00,TikTok,Stitch,Sports,24612,887,4815,15691,2510,0.07868857055873353,76.11,0.043478260869565216,Tuesday,25,0.0630040322580645,Neutral,Micro,True,False,3,12
POST_02606,2024-05-28 05:49:00,Facebook,Live,Fashion,5848,118,449,13657,589,0.10290182505728342,12.36,0.21739130434782608,Tuesday,15,0.046370967741935484,Neutral,Mid-tier,True,False,0,5
POST_04352,2024-05-28 06:13:00,Facebook,Post,Fitness,6796,256,715,7285,294,0.4720052396288997,3.29,0.2608695652173913,Tuesday,10,0.4758064516129032,Negative,Macro,True,True,0,8
POST_04321,2024-05-28 09:53:00,Facebook,Post,Travel,2531,35,736,36958,704,0.10660722011248379,6.14,0.3913043478260869,Tuesday,3,0.8674395161290323,Positive,Mid-tier,True,False,0,8
POST_04837,2024-05-28 10:42:00,Twitter,Poll,Technology,4552,254,861,9505,23,0.8177306157765708,1.39,0.43478260869565216,Tuesday,20,0.45211693548387094,Positive,Macro,True,True,4,7
POST_03393,2024-05-28 11:30:00,TikTok,Duet,Travel,3622,1412,2077,368169,775,0.8482250156227469,1.68,0.4782608695652174,Tuesday,25,0.2620967741935484,Neutral,Macro,True,True,3,4
POST_02849,2024-05-28 19:59:00,Facebook,Live,Lifestyle,1523,114,529,43180,592,0.6005223605569711,0.72,0.8260869565217391,Tuesday,28,0.2439516129032258,Neutral,Macro,True,True,0,5
POST_02542,2024-05-28 20:59:00,TikTok,Stitch,Entertainment,49606,1615,4493,172035,2177,0.41072601708086975,27.1,0.8695652173913043,Tuesday,16,0.056451612903225805,Neutral,Macro,True,False,3,12
POST_03452,2024-05-29 00:18:00,LinkedIn,Poll,Technology,1000,110,166,2741,11,0.5353294396641511,0.48,0.0,Wednesday,28,0.49243951612903225,Positive,Macro,True,False,2,7
POST_00946,2024-05-29 09:02:00,Instagram,Photo,Lifestyle,1996,488,144,39085,270,0.5259618003813553,1.0,0.3913043478260869,Wednesday,24,0.4596774193548387,Neutral,Macro,True,False,1,6
POST_04540,2024-05-29 13:01:00,Instagram,Photo,Gaming,1401,143,30,17392,260,0.28899677931067635,1.09,0.5652173913043478,Wednesday,18,0.15272177419354838,Positive,Macro,True,False,1,6
POST_02489,2024-05-29 14:02:00,Facebook,Story,Technology,4892,167,376,17385,609,0.14146196862631993,7.64,0.6086956521739131,Wednesday,14,0.9879032258064516,Neutral,Mid-tier,True,True,0,13
POST_02546,2024-05-29 23:01:00,Facebook,Story,Health,5331,299,477,68759,88,0.7062703295998976,1.73,1.0,Wednesday,16,0.9143145161290323,Negative,Macro,True,False,0,13
POST_03224,2024-05-29 23:17:00,Instagram,Carousel,Fashion,6104,37,299,30644,937,0.5637568299443991,2.28,1.0,Wednesday,2,0.43649193548387094,Positive,Macro,True,False,1,1
POST_02061,2024-05-29 23:46:00,Instagram,Reel,Health,3551,167,265,49637,77,0.7474182409588361,1.07,1.0,Wednesday,28,0.04233870967741935,Negative,Macro,True,False,1,9
POST_04711,2024-05-30 11:09:00,Twitter,Tweet,Lifestyle,3222,128,449,46832,313,0.005457946770497845,116.25,0.4782608695652174,Thursday,7,0.7998991935483871,Neutral,Nano,True,True,4,15
POST_02775,2024-05-30 21:09:00,Facebook,Story,Health,1693,306,932,78704,268,0.390282250957394,1.5,0.9130434782608695,Thursday,13,0.06249999999999999,Neutral,Macro,True,False,0,13
POST_03674,2024-05-30 22:25:00,Instagram,Story,Fitness,805,150,240,20458,613,0.7362860324632666,0.32,0.9565217391304348,Thursday,1,0.8432459677419355,Neutral,Macro,False,False,1,13
POST_03708,2024-05-30 22:27:00,Twitter,Tweet,Education,1823,105,1951,62061,348,0.7902265698857538,0.98,0.9565217391304348,Thursday,16,0.9007056451612903,Positive,Macro,True,True,4,15
POST_02624,2024-05-31 01:41:00,YouTube,Short,Business,9796,491,160,272718,2435,0.37075582047461103,5.63,0.043478260869565216,Friday,11,0.16683467741935482,Positive,Macro,True,False,5,11
POST_00563,2024-05-31 02:08:00,Instagram,Story,Food,3977,11,137,5802,718,0.3184456568764121,2.59,0.08695652173913043,Friday,14,0.26360887096774194,Positive,Macro,True,False,1,13
POST_03495,2024-05-31 03:22:00,LinkedIn,Article,Fashion,1889,103,108,2514,21,0.20962521431203834,2.0,0.13043478260869565,Friday,17,0.8069556451612903,Positive,Macro,True,False,2,0
POST_02494,2024-05-31 09:00:00,Twitter,Thread,Education,1572,117,1180,81201,120,0.9283476742136552,0.62,0.3913043478260869,Friday,10,0.9485887096774194,Positive,Macro,True,False,4,14
POST_04356,2024-05-31 12:27:00,Facebook,Post,Entertainment,5023,263,449,49181,27,0.7441454758127836,1.54,0.5217391304347826,Friday,13,0.6517137096774194,Positive,Macro,False,False,0,8
POST_00167,2024-05-31 13:08:00,Twitter,Thread,Food,2674,142,338,35928,113,0.7964656539922128,0.79,0.5652173913043478,Friday,24,0.24899193548387094,Positive,Macro,True,False,4,14
POST_03082,2024-05-31 15:09:00,TikTok,Stitch,Food,29768,656,3615,137339,471,0.21288596196061468,31.86,0.6521739130434783,Friday,17,0.031754032258064516,Positive,Macro,True,True,3,12
POST_00543,2024-05-31 19:00:00,Instagram,Reel,Fitness,4277,346,244,21719,683,0.5604379977246873,1.74,0.8260869565217391,Friday,11,0.23588709677419353,Neutral,Macro,True,False,1,9
POST_03487,2024-06-01 01:14:00,Twitter,Poll,Travel,4793,293,662,50229,116,0.6377585764873657,1.8,0.043478260869565216,Saturday,15,0.04838709677419355,Positive,Macro,True,False,4,7
POST_01806,2024-06-01 02:49:00,TikTok,Stitch,Fashion,20401,1173,2181,34251,1580,0.9357744876540244,5.08,0.08695652173913043,Saturday,28,0.08014112903225806,Positive,Macro,True,False,3,12
POST_03544,2024-06-01 04:43:00,Twitter,Thread,Education,382,211,1019,2634,17,0.7313208030892981,0.44,0.17391304347826086,Saturday,24,0.05493951612903226,Positive,Macro,True,False,4,14
POST_03964,2024-06-01 10:15:00,Facebook,Live,Education,3752,14,129,72266,666,0.9260843788556139,0.84,0.43478260869565216,Saturday,20,0.24647177419354838,Positive,Macro,False,True,0,5
POST_04012,2024-06-01 12:14:00,Twitter,Retweet,Sports,3127,254,1978,54100,219,0.41910421573811474,2.55,0.5217391304347826,Saturday,11,0.8618951612903225,Negative,Macro,True,False,4,10
POST_00429,2024-06-01 14:34:00,Twitter,Retweet,Health,2049,19,1626,69232,405,0.794296495697736,0.93,0.6086956521739131,Saturday,17,0.5448588709677419,Positive,Macro,True,False,4,10
POST_00165,2024-06-01 17:02:00,Instagram,Story,Travel,9646,161,176,1637,398,0.9735354676408853,2.05,0.7391304347826086,Saturday,2,0.5509072580645161,Positive,Macro,True,True,1,13
POST_00350,2024-06-01 18:19:00,Facebook,Live,Health,4378,62,270,30904,38,0.7253040426861511,1.3,0.7826086956521738,Saturday,8,0.22127016129032256,Positive,Macro,True,True,0,5
POST_00902,2024-06-01 19:57:00,Instagram,Carousel,Gaming,2617,373,276,37855,836,0.9662328350077715,0.68,0.8260869565217391,Saturday,28,0.32711693548387094,Positive,Macro,True,False,1,1
POST_04675,2024-06-01 20:09:00,Twitter,Thread,Gaming,1275,102,133,92154,361,0.44476958451505394,0.68,0.8695652173913043,Saturday,26,0.04133064516129032,Positive,Macro,True,False,4,14
POST_04362,2024-06-01 20:46:00,Facebook,Video,Entertainment,3970,318,65,55297,342,0.6704962425291225,1.3,0.8695652173913043,Saturday,24,0.21572580645161288,Neutral,Macro,True,False,0,16
POST_04760,2024-06-02 00:37:00,YouTube,Video,Lifestyle,8714,710,868,962453,2460,0.054571456039994234,37.04,0.0,Sunday,24,0.08719758064516128,Neutral,Micro,True,True,5,16
POST_01439,2024-06-02 05:59:00,Instagram,Photo,Gaming,3357,281,42,27756,284,0.9851403643705237,0.75,0.21739130434782608,Sunday,5,0.7258064516129032,Neutral,Macro,True,False,1,6
POST_00684,2024-06-02 10:05:00,LinkedIn,Post,Food,1658,129,315,5366,259,0.4587118845038376,0.92,0.43478260869565216,Sunday,17,0.8709677419354839,Neutral,Macro,True,True,2,8
POST_02462,2024-06-02 10:32:00,TikTok,Video,Travel,30809,367,4559,484344,1103,0.543966014517137,13.13,0.43478260869565216,Sunday,24,0.1466733870967742,Neutral,Macro,True,True,3,16
POST_02242,2024-06-02 15:51:00,Instagram,Carousel,Fashion,8806,464,282,47412,142,0.8768987646012596,2.18,0.6521739130434783,Sunday,0,0.296875,Neutral,Macro,True,False,1,1
POST_01715,2024-06-02 16:48:00,Instagram,Photo,Sports,2477,94,233,5430,267,0.8757330673460559,0.64,0.6956521739130435,Sunday,24,0.8800403225806451,Positive,Macro,True,False,1,6
POST_02112,2024-06-02 19:06:00,Instagram,Story,Education,6714,75,91,26635,149,0.3914719832075502,3.51,0.8260869565217391,Sunday,17,0.7046370967741935,Positive,Macro,True,False,1,13
POST_01744,2024-06-03 04:12:00,Instagram,Story,Sports,3692,199,51,10122,305,0.7746318639939753,1.02,0.17391304347826086,Monday,11,0.1255040322580645,Positive,Macro,True,False,1,13
POST_03633,2024-06-03 22:55:00,Facebook,Post,Business,3685,161,908,10442,439,0.5534458171097119,1.72,0.9565217391304348,Monday,8,0.5161290322580645,Neutral,Macro,True,True,0,8
POST_02550,2024-06-04 06:06:00,Instagram,Story,Technology,7171,8,92,7756,329,0.8738062619173518,1.66,0.2608695652173913,Tuesday,13,0.8810483870967741,Negative,Macro,True,True,1,13
POST_01376,2024-06-04 13:39:00,TikTok,Duet,Education,9432,625,4672,345081,2952,0.41288516079411625,7.13,0.5652173913043478,Tuesday,20,0.057459677419354836,Neutral,Macro,True,True,3,4
POST_04763,2024-06-04 21:29:00,TikTok,Duet,Education,9351,766,3515,355558,237,0.9970116489608872,2.74,0.9130434782608695,Tuesday,22,0.2696572580645161,Positive,Macro,True,False,3,4
POST_01787,2024-06-05 06:44:00,Facebook,Live,Food,3235,198,982,61605,620,0.6930971494495988,1.27,0.2608695652173913,Wednesday,5,0.006552419354838709,Positive,Macro,True,True,0,5
POST_04938,2024-06-05 06:55:00,Facebook,Video,Fashion,2576,176,667,60791,516,0.9598835905077795,0.71,0.2608695652173913,Wednesday,23,0.21824596774193547,Neutral,Macro,False,False,0,16
POST_00839,2024-06-05 09:10:00,Facebook,Video,Fitness,3987,337,164,40576,537,0.6454637952859364,1.39,0.3913043478260869,Wednesday,21,0.09929435483870969,Positive,Macro,True,False,0,16
POST_00649,2024-06-05 20:04:00,TikTok,Video,Sports,19462,1261,3912,267120,1111,0.5248181352048583,9.38,0.8695652173913043,Wednesday,27,0.21572580645161288,Neutral,Macro,True,False,3,16
POST_01984,2024-06-06 00:29:00,Facebook,Post,Fitness,4837,37,518,37440,468,0.12826875931356058,8.35,0.0,Thursday,19,0.6003024193548386,Neutral,Mid-tier,True,True,0,8
POST_04574,2024-06-06 01:08:00,TikTok,Video,Fashion,14551,1728,1802,256979,2853,0.8988887820666892,4.02,0.043478260869565216,Thursday,13,0.2867943548387097,Neutral,Macro,True,False,3,16
POST_04102,2024-06-06 14:22:00,Twitter,Poll,Food,1386,26,1579,69004,385,0.959867567177811,0.62,0.6086956521739131,Thursday,10,0.578125,Neutral,Macro,True,False,4,7
POST_02850,2024-06-06 15:48:00,Twitter,Retweet,Food,4858,34,392,49603,414,0.34489216298931247,3.06,0.6521739130434783,Thursday,2,0.8084677419354839,Positive,Macro,True,False,4,10
POST_00416,2024-06-06 15:59:00,Twitter,Retweet,Food,2493,45,1119,33210,343,0.15940008652598184,4.56,0.6521739130434783,Thursday,2,0.3568548387096774,Positive,Mid-tier,True,True,4,10
POST_01222,2024-06-06 22:27:00,Instagram,Photo,Education,1991,306,31,37489,366,0.14056466214808763,3.29,0.9565217391304348,Thursday,11,0.1441532258064516,Negative,Mid-tier,True,False,1,6
POST_01948,2024-06-07 01:09:00,Instagram,Carousel,Health,2933,257,240,37853,891,0.3004013844157093,2.28,0.043478260869565216,Friday,29,0.705141129032258,Neutral,Macro,True,False,1,1
POST_00173,2024-06-07 07:55:00,Facebook,Story,Sports,6846,89,25,64875,660,0.6734144914996235,2.07,0.30434782608695654,Friday,23,0.20262096774193547,Negative,Macro,True,False,0,13
POST_00526,2024-06-07 13:41:00,Facebook,Post,Fashion,5797,233,12,69851,335,0.07529963627040973,15.84,0.5652173913043478,Friday,28,0.13004032258064516,Positive,Micro,True,True,0,8
POST_00589,2024-06-07 21:30:00,Instagram,Carousel,Travel,2099,237,252,26021,842,0.19686263199218065,2.62,0.9130434782608695,Friday,29,0.5806451612903225,Positive,Mid-tier,True,False,1,1
POST_04721,2024-06-08 01:56:00,Twitter,Poll,Travel,204,289,1090,71514,466,0.5979606306782677,0.53,0.043478260869565216,Saturday,11,0.48387096774193544,Positive,Macro,True,False,4,7
POST_02210,2024-06-08 03:07:00,YouTube,Community Post,Fashion,12321,808,398,581159,3354,0.44194346969187137,6.12,0.13043478260869565,Saturday,1,0.5594758064516129,Neutral,Macro,True,True,5,2
POST_00015,2024-06-08 06:48:00,Instagram,Reel,Food,1315,162,99,13438,804,0.29549824544536846,1.06,0.2608695652173913,Saturday,0,0.12701612903225806,Positive,Macro,False,False,1,9
POST_00152,2024-06-08 08:18:00,Instagram,Reel,Lifestyle,897,207,289,47648,838,0.437130461952603,0.64,0.34782608695652173,Saturday,13,0.04485887096774193,Positive,Macro,True,False,1,9
POST_04521,2024-06-08 11:32:00,TikTok,Duet,Fashion,49123,416,2354,102772,541,0.5735751253825571,18.09,0.4782608695652174,Saturday,21,0.046370967741935484,Positive,Macro,True,False,3,4
POST_04813,2024-06-08 15:09:00,Instagram,Photo,Business,2683,332,277,49860,276,0.9624773670464197,0.68,0.6521739130434783,Saturday,7,0.5524193548387096,Positive,Macro,True,False,1,6
POST_01409,2024-06-08 17:20:00,Facebook,Post,Education,7416,62,995,20914,626,0.6691883382204491,2.53,0.7391304347826086,Saturday,8,0.5005040322580645,Positive,Macro,True,False,0,8
POST_04501,2024-06-08 21:16:00,Facebook,Post,Fashion,1688,91,611,78486,307,0.4623632008203945,1.03,0.9130434782608695,Saturday,28,0.96875,Positive,Macro,True,False,0,8
POST_02522,2024-06-09 00:22:00,Instagram,Photo,Health,7478,310,298,36177,249,0.5123439728244324,3.15,0.0,Sunday,18,0.4077620967741935,Neutral,Macro,False,False,1,6
POST_04051,2024-06-09 03:08:00,YouTube,Video,Fashion,7713,121,1375,607065,2307,0.3512213783268439,5.24,0.13043478260869565,Sunday,10,0.06653225806451613,Neutral,Macro,True,True,5,16
POST_00361,2024-06-09 07:11:00,Twitter,Poll,Education,2083,297,872,36326,280,0.6523277892611643,1.0,0.30434782608695654,Sunday,7,0.5196572580645161,Positive,Macro,True,False,4,7
POST_01848,2024-06-09 16:54:00,Instagram,Story,Travel,3438,488,145,30530,27,0.04658582896697592,17.1,0.6956521739130435,Sunday,1,0.2555443548387097,Positive,Micro,False,False,1,13
POST_02002,2024-06-09 17:14:00,Instagram,Carousel,Business,4340,255,49,13932,508,0.7395447771955969,1.26,0.7391304347826086,Sunday,19,0.2318548387096774,Positive,Macro,False,True,1,1
POST_03725,2024-06-09 17:23:00,Twitter,Tweet,Technology,2339,125,1952,27991,496,0.8371388742008365,1.06,0.7391304347826086,Sunday,28,0.4133064516129032,Neutral,Macro,True,False,4,15
POST_03620,2024-06-09 19:31:00,Instagram,Reel,Fashion,1040,77,247,43988,482,0.018360733227579355,14.05,0.8260869565217391,Sunday,10,0.1129032258064516,Neutral,Nano,True,False,1,9
POST_00473,2024-06-10 02:28:00,Instagram,Photo,Gaming,3107,224,72,15804,863,0.4558216763607813,1.49,0.08695652173913043,Monday,24,0.5549395161290323,Negative,Macro,True,False,1,6
POST_01433,2024-06-10 08:49:00,Facebook,Post,Business,6192,154,264,16835,596,0.7681283949430372,1.72,0.34782608695652173,Monday,3,0.8366935483870968,Negative,Macro,True,False,0,8
POST_04076,2024-06-10 08:56:00,Facebook,Story,Fitness,998,156,157,64578,149,0.5118512554279031,0.51,0.34782608695652173,Monday,10,0.3009072580645161,Positive,Macro,True,False,0,13
POST_00606,2024-06-10 11:19:00,Facebook,Live,Technology,7534,28,984,32952,84,0.9302885000560818,1.84,0.4782608695652174,Monday,12,0.2036290322580645,Neutral,Macro,True,False,0,5
POST_02084,2024-06-10 11:38:00,YouTube,Video,Entertainment,11449,946,407,350921,4507,0.04101371597045298,60.9,0.4782608695652174,Monday,2,0.2827620967741935,Positive,Micro,True,False,5,16
POST_00961,2024-06-10 13:41:00,Instagram,Story,Business,3734,248,233,4151,201,0.9167567978977392,0.92,0.5652173913043478,Monday,4,0.9737903225806451,Negative,Macro,True,False,1,13
POST_01349,2024-06-10 14:29:00,YouTube,Short,Fashion,8310,520,1525,580823,4476,0.5392231088464806,3.84,0.6086956521739131,Monday,29,0.04233870967741935,Positive,Macro,False,True,5,11
POST_00144,2024-06-10 14:53:00,Twitter,Tweet,Travel,1983,233,1802,53587,107,0.7471218093544202,1.08,0.6086956521739131,Monday,28,0.3251008064516129,Positive,Macro,True,True,4,15
POST_02360,2024-06-10 15:05:00,Instagram,Reel,Lifestyle,1825,299,113,11851,749,0.7470136518771332,0.6,0.6521739130434783,Monday,11,0.20564516129032256,Positive,Macro,True,False,1,9
POST_02424,2024-06-10 17:38:00,Facebook,Video,Fashion,4593,72,205,5203,259,0.8190625550801969,1.19,0.7391304347826086,Monday,27,0.03024193548387097,Negative,Macro,True,True,0,16
POST_00609,2024-06-10 19:03:00,Facebook,Post,Business,1468,136,271,30828,787,0.00878278773894791,38.05,0.8260869565217391,Monday,0,0.9143145161290323,Positive,Nano,True,False,0,8
POST_01559,2024-06-10 23:27:00,TikTok,Stitch,Fitness,19437,1045,1378,96150,77,0.960159992949735,4.55,1.0,Monday,17,0.22026209677419353,Positive,Macro,True,False,3,12
POST_01673,2024-06-11 02:19:00,TikTok,Duet,Travel,43452,1793,4633,135078,1782,0.792892451409252,12.58,0.08695652173913043,Tuesday,17,0.19657258064516128,Positive,Macro,True,True,3,4
POST_01752,2024-06-11 15:50:00,Instagram,Story,Entertainment,7647,117,31,6607,170,0.8351780191959495,1.87,0.6521739130434783,Tuesday,16,0.6507056451612903,Positive,Macro,False,True,1,13
POST_04934,2024-06-11 16:47:00,Twitter,Tweet,Entertainment,1039,273,1459,2049,74,0.2478688971141983,2.23,0.6956521739130435,Tuesday,4,0.06754032258064516,Positive,Macro,False,False,4,15
POST_04800,2024-06-11 18:25:00,Facebook,Live,Gaming,818,10,40,56731,16,0.22230968289829994,0.78,0.7826086956521738,Tuesday,3,0.05897177419354838,Negative,Macro,True,True,0,5
POST_04057,2024-06-11 19:36:00,TikTok,Stitch,Business,30896,347,1889,29401,962,0.46435009373648034,14.26,0.8260869565217391,Tuesday,16,0.0010080645161290314,Neutral,Macro,True,False,3,12
POST_00238,2024-06-11 23:55:00,Instagram,Story,Health,450,369,66,5945,590,0.36728877245269115,0.48,1.0,Tuesday,14,0.08366935483870969,Positive,Macro,False,False,1,13
POST_00796,2024-06-12 00:09:00,TikTok,Stitch,Technology,38498,1499,1983,401523,1411,0.25344301302696726,33.03,0.0,Wednesday,13,0.26814516129032256,Positive,Macro,True,True,3,12
POST_04338,2024-06-12 00:35:00,YouTube,Short,Travel,14502,754,1397,84857,223,0.9954874296976399,3.35,0.0,Wednesday,1,0.15877016129032256,Negative,Macro,True,False,5,11
POST_01826,2024-06-12 03:26:00,Facebook,Story,Business,1726,246,891,59565,258,0.5595747408226378,1.02,0.13043478260869565,Wednesday,25,0.6058467741935484,Neutral,Macro,True,True,0,13
POST_02059,2024-06-12 05:36:00,LinkedIn,Post,Travel,1680,148,428,11114,59,0.9492220673300327,0.48,0.21739130434782608,Wednesday,27,0.6869959677419355,Neutral,Macro,True,False,2,8
POST_03366,2024-06-12 08:08:00,Facebook,Story,Education,598,349,306,35513,354,0.348196974795302,0.72,0.34782608695652173,Wednesday,1,0.8855846774193548,Positive,Macro,True,False,0,13
POST_00876,2024-06-12 15:32:00,Instagram,Reel,Health,1582,355,268,16515,902,0.06751229790575078,6.44,0.6521739130434783,Wednesday,2,0.2933467741935484,Neutral,Micro,True,False,1,9
POST_02992,2024-06-12 21:59:00,TikTok,Stitch,Gaming,35600,1882,4740,334649,934,0.956027976734125,8.84,0.9130434782608695,Wednesday,11,0.04889112903225806,Neutral,Macro,True,False,3,12
POST_02014,2024-06-13 05:14:00,Instagram,Reel,Lifestyle,4030,97,281,11097,405,0.006417343652357833,117.64,0.21739130434782608,Thursday,25,0.1129032258064516,Negative,Nano,True,False,1,9
POST_01919,2024-06-13 09:43:00,Twitter,Thread,Food,411,275,849,91069,450,0.6179317085676747,0.5,0.3913043478260869,Thursday,15,0.15171370967741934,Negative,Macro,True,False,4,14
POST_00394,2024-06-13 10:26:00,TikTok,Video,Fashion,27553,915,2443,411122,2750,0.9195328398147704,6.73,0.43478260869565216,Thursday,21,0.24697580645161288,Positive,Macro,True,False,3,16
POST_03405,2024-06-13 14:40:00,LinkedIn,Poll,Lifestyle,833,116,425,16174,224,0.9796383534426125,0.28,0.6086956521739131,Thursday,2,0.6814516129032258,Negative,Macro,True,False,2,7
POST_04767,2024-06-13 16:33:00,TikTok,Stitch,Health,48335,1743,2281,457082,807,0.5453580413081447,19.19,0.6956521739130435,Thursday,14,0.056451612903225805,Positive,Macro,False,False,3,12
POST_03226,2024-06-13 16:49:00,TikTok,Stitch,Fashion,28487,43,474,394563,261,0.46479273822685835,12.47,0.6956521739130435,Thursday,5,0.10231854838709678,Positive,Macro,True,False,3,12
